id,host_id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,log_precios
31389928,9453700,41.11,40.68612,-73.98013,2,99,1,15,1,149,4.59511985013459
31390350,7285648,44.31,40.74618,-74.00569,2,100,1,0,3,0,4.605170185988092
31391466,235115405,41.11,40.70967,-73.95249,2,70,2,8,2,8,4.248495242049359
31391642,163510250,44.31,40.78754,-73.94186,2,75,1,6,1,0,4.31748811353631
31393901,234905483,2.23,40.8461,-73.90883,2,30,2,14,1,176,3.4011973816621555
31394757,54689007,44.31,40.70889,-74.00701,1,180,10,0,3,54,5.19295685089021
31397084,22412963,44.31,40.71805,-73.98675,1,225,25,22,3,268,5.41610040220442
31399985,234111066,44.31,40.72166,-73.98842,2,125,5,0,2,0,4.8283137373023015
31400005,87348589,44.31,40.77769,-73.94836,1,130,3,3,1,0,4.867534450455582
31400403,16683574,44.31,40.82823,-73.94971,1,145,30,0,2,357,4.976733742420574
31403932,137501374,11.59,40.73998,-73.86802,2,28,1,12,3,236,3.332204510175204
31404481,1495021,11.59,40.73618,-73.92016,2,49,31,0,2,281,3.8918202981106265
31405515,215778245,11.59,40.74071,-73.86687,2,40,2,5,6,306,3.6888794541139363
31405999,107434423,44.31,40.70491,-74.00978,1,271,30,0,232,331,5.602118820879701
31407481,158596887,41.11,40.70192,-73.91556,1,100,5,0,2,0,4.605170185988092
31408487,23862648,44.31,40.73065,-73.98523,1,88,2,18,1,5,4.477336814478207
31409073,233422217,44.31,40.82645,-73.95235,2,86,3,1,2,310,4.454347296253507
31409154,198195140,11.59,40.74755,-73.93878,2,55,1,11,2,7,4.007333185232471
31409410,207618240,44.31,40.75225,-73.97132,2,300,3,0,1,338,5.703782474656201
31409612,56061729,41.11,40.73421,-73.95318,1,125,2,8,1,188,4.8283137373023015
31409739,20233597,41.11,40.70952,-73.9435,1,200,6,2,1,49,5.298317366548036
31410637,70184008,44.31,40.82964,-73.94271,1,80,2,2,1,189,4.382026634673881
31411210,7730748,41.11,40.67431,-73.95847,2,45,5,0,1,0,3.8066624897703196
31411380,34399492,44.31,40.8166,-73.9407,2,80,3,13,1,6,4.382026634673881
31411615,4208096,44.31,40.7857,-73.94578,1,99,1,20,1,81,4.59511985013459
31412174,552627,44.31,40.82503,-73.93767,2,70,2,0,2,0,4.248495242049359
31412664,57148387,44.31,40.73423,-73.98211,2,100,1,4,1,254,4.605170185988092
31413351,33614329,41.11,40.69684,-73.9307,1,85,1,36,4,210,4.442651256490317
31413900,235302401,41.11,40.64373,-74.01351,2,49,1,9,3,177,3.8918202981106265
31414400,235305665,44.31,40.7902,-73.9463,2,69,1,4,2,60,4.23410650459726
31414856,235311151,41.11,40.7025,-73.93561,2,40,2,1,1,0,3.6888794541139363
31415232,188741104,44.31,40.81027,-73.94306,1,175,31,3,4,274,5.1647859739235145
31416434,235305665,44.31,40.78953,-73.9432,2,65,1,4,2,69,4.174387269895637
31416916,231352789,0.76,40.63515,-74.07929,2,85,2,29,3,296,4.442651256490317
31418014,5637331,44.31,40.7627,-73.96422,1,140,6,1,2,0,4.941642422609304
31419390,235344330,41.11,40.71598,-73.9451,2,75,2,23,1,113,4.31748811353631
31419862,37986167,44.31,40.76458,-73.98753,1,350,1,25,2,0,5.857933154483459
31420503,4305407,44.31,40.73318,-74.00473,1,150,2,9,1,0,5.0106352940962555
31427366,83415090,44.31,40.85085,-73.94134,2,50,1,35,1,36,3.912023005428146
31428772,42761,2.23,40.84487,-73.90811,2,80,2,1,1,156,4.382026634673881
31428785,230909887,41.11,40.67674,-73.93083,1,133,2,7,1,41,4.890349128221754
31428865,9637585,44.31,40.81049,-73.95311,2,80,2,0,1,36,4.382026634673881
31430577,79520100,44.31,40.7868,-73.95228,2,50,2,29,1,0,3.912023005428146
31432189,197053492,44.31,40.70744,-74.00819,1,219,1,20,8,322,5.389071729816501
31433921,58956219,44.31,40.81859,-73.93997,2,60,2,8,1,80,4.0943445622221
31435734,107434423,44.31,40.77463,-73.94972,1,307,30,0,232,249,5.726847747587197
31435773,107434423,44.31,40.77572,-73.95672,1,233,30,0,232,249,5.4510384535657
31435825,235468713,44.31,40.72466,-73.98373,1,235,2,28,1,8,5.459585514144159
31435994,47515751,44.31,40.86772,-73.92563,2,40,4,1,2,81,3.6888794541139363
31436066,113393845,41.11,40.64557,-73.98097,1,100,1,2,1,268,4.605170185988092
31436965,1698607,41.11,40.73336,-73.95394,1,92,4,3,1,95,4.5217885770490405
31438319,85108863,44.31,40.85065,-73.93188,2,45,2,12,1,78,3.8066624897703196
31438520,1290193,41.11,40.68617,-73.95927,2,50,4,3,1,365,3.912023005428146
31438699,61886746,41.11,40.71072,-73.96289,1,200,2,0,1,0,5.298317366548036
31439169,95635119,44.31,40.7848,-73.95687,2,42,3,7,1,131,3.7376696182833684
31439428,20445702,44.31,40.70983,-73.98562,3,249,60,0,1,0,5.517452896464707
31441434,136081476,44.31,40.8087,-73.94157,1,150,2,17,1,19,5.0106352940962555
31443055,704963,41.11,40.70165,-73.92262,2,35,4,1,1,7,3.5553480614894135
31443230,8620509,41.11,40.70508,-73.93763,1,165,5,0,1,20,5.10594547390058
31444015,8523790,44.31,40.76682,-73.98878,1,170,3,0,1,188,5.135798437050262
31444458,3459240,44.31,40.72377,-73.97963,2,289,2,17,1,72,5.666426688112432
31444634,48392689,41.11,40.71324,-73.95099,1,400,2,0,1,329,5.991464547107982
31445273,235548617,11.59,40.7576,-73.93222,2,55,1,25,2,34,4.007333185232471
31445758,133234099,44.31,40.80761,-73.94366,1,250,3,11,2,110,5.521460917862246
31445795,86322604,11.59,40.75396,-73.90111,2,56,2,9,1,4,4.02535169073515
31446827,4688531,41.11,40.65344,-73.94547,1,120,1,13,1,0,4.787491742782046
31447095,60835915,11.59,40.76061,-73.92812,1,149,3,14,1,30,5.003946305945459
31447607,13773574,44.31,40.76666,-73.98358,1,225,30,0,12,343,5.41610040220442
31447999,13773574,44.31,40.76616,-73.98228,1,225,30,0,12,365,5.41610040220442
31448783,5945241,41.11,40.6789,-73.91014,1,80,2,8,1,0,4.382026634673881
31450131,72602373,41.11,40.66262,-73.91575,2,59,1,2,2,53,4.07753744390572
31453103,194014767,41.11,40.64656,-73.95016,1,65,2,20,2,293,4.174387269895637
31457187,219104513,41.11,40.65808,-73.93903,2,39,2,3,2,67,3.6635616461296463
31458142,235655558,44.31,40.74343,-73.98147,1,140,1,3,1,0,4.941642422609304
31458781,129643632,41.11,40.66426,-73.99375,1,165,30,0,1,337,5.10594547390058
31459245,71012165,41.11,40.6966,-73.93592,2,100,4,0,1,0,4.605170185988092
31459956,37891510,11.59,40.68709,-73.85982,2,55,4,10,2,360,4.007333185232471
31462754,14201257,41.11,40.65218,-73.96551,2,40,7,4,1,1,3.6888794541139363
31463824,21229164,44.31,40.70417,-74.01709,1,115,1,12,1,0,4.74493212836325
31465478,117143694,44.31,40.80454,-73.94635,1,400,5,15,1,148,5.991464547107982
31465521,233732841,44.31,40.83397,-73.94541,2,35,1,25,2,80,3.5553480614894135
31465817,132908616,41.11,40.70218,-73.92046,2,40,3,13,2,51,3.6888794541139363
31466176,14855509,44.31,40.81272,-73.9471,1,110,4,20,2,227,4.700480365792417
31466547,62857588,41.11,40.68001,-73.90547,2,35,7,1,1,0,3.5553480614894135
31466893,13773574,44.31,40.76473,-73.98131,1,225,30,0,12,343,5.41610040220442
31467371,235734225,41.11,40.69812,-73.92134,2,130,2,6,1,356,4.867534450455582
31468463,120242215,44.31,40.76263,-73.97664,1,299,3,3,1,38,5.700443573390687
31469483,191786703,44.31,40.76137,-73.95992,1,400,1,0,1,179,5.991464547107982
31470004,71241932,44.31,40.72544,-73.97818,2,2500,60,0,1,90,7.824046010856292
31470025,207010341,44.31,40.7966,-73.93345,2,60,4,0,2,51,4.0943445622221
31470251,13773574,44.31,40.76539,-73.98336,1,225,30,0,12,343,5.41610040220442
31471169,10416602,41.11,40.68928,-73.93906,1,130,3,6,1,292,4.867534450455582
31472498,229149810,11.59,40.77008,-73.87442,1,128,1,4,3,80,4.852030263919617
31472775,20647101,41.11,40.68364,-73.90748,2,45,1,2,1,0,3.8066624897703196
31473340,2790890,41.11,40.69226,-73.94788,1,89,3,18,3,237,4.48863636973214
31474100,9475918,41.11,40.69306,-73.94565,2,39,1,1,1,0,3.6635616461296463
31474126,126052775,41.11,40.70444,-73.92181,2,47,2,0,1,0,3.8501476017100584
31474431,235302401,41.11,40.64359,-74.01358,2,49,1,8,3,164,3.8918202981106265
31474638,235302401,41.11,40.64303,-74.014,2,49,1,3,3,155,3.8918202981106265
31475440,235810002,44.31,40.7874,-73.97051,1,1150,1,0,1,2,7.047517221357296
31476060,9014833,41.11,40.71159,-73.96581,1,61,2,15,1,0,4.110873864173311
31476497,566838,44.31,40.81944,-73.93974,2,70,1,23,2,97,4.248495242049359
31484603,5369840,11.59,40.57743,-73.84519,1,105,2,0,1,22,4.653960350157523
31485453,23969698,11.59,40.70817,-73.83595,2,40,1,13,2,17,3.6888794541139363
31485528,38757148,41.11,40.68937,-73.94291,2,50,2,14,1,5,3.912023005428146
31486254,1788443,41.11,40.69568,-73.93203,1,175,2,23,1,227,5.1647859739235145
31486707,33120658,41.11,40.70505,-73.934,2,50,4,2,1,12,3.912023005428146
31489863,25502424,44.31,40.74859,-73.99685,2,92,2,0,1,0,4.5217885770490405
31490386,31883163,41.11,40.73203,-73.95126,1,95,1,22,1,22,4.553876891600541
31490447,11612872,41.11,40.73757,-73.95509,1,80,2,22,3,5,4.382026634673881
31490659,12394498,11.59,40.7282,-73.89135,1,90,3,9,1,121,4.499809670330265
31491866,235939247,44.31,40.71261,-73.99506,1,250,3,21,1,148,5.521460917862246
31493796,18007776,41.11,40.65621,-73.9562,2,40,3,5,4,0,3.6888794541139363
31494165,33464426,44.31,40.76453,-73.98527,2,80,3,8,1,0,4.382026634673881
31494679,149221924,41.11,40.57504,-73.96673,1,80,1,1,1,0,4.382026634673881
31494924,120749029,41.11,40.70643,-73.94198,2,63,21,0,2,135,4.143134726391533
31495625,17726859,41.11,40.681,-73.96827,2,150,1,1,1,0,5.0106352940962555
31497697,218352095,44.31,40.78132,-73.94723,2,75,4,15,1,21,4.31748811353631
31498735,170263842,44.31,40.7096,-73.98703,2,71,15,0,4,185,4.2626798770413155
31499021,34915339,44.31,40.78062,-73.95173,2,89,1,39,4,221,4.48863636973214
31499047,234396332,11.59,40.75675,-73.88599,1,99,1,18,2,141,4.59511985013459
31499524,34915339,44.31,40.78001,-73.9518,2,99,1,38,4,142,4.59511985013459
31499813,236014031,2.23,40.81624,-73.9011,2,50,2,0,1,0,3.912023005428146
31499944,46389451,44.31,40.73411,-74.00508,1,170,3,9,3,169,5.135798437050262
31500127,34915339,44.31,40.7814,-73.95206,3,50,1,38,4,238,3.912023005428146
31500172,235073206,44.31,40.8181,-73.94441,2,82,1,22,4,96,4.406719247264253
31501009,16480700,44.31,40.76495,-73.96679,1,299,1,8,7,342,5.700443573390687
31502105,236018119,11.59,40.70472,-73.74865,1,121,1,13,3,90,4.795790545596741
31502639,235073206,44.31,40.82049,-73.94505,2,75,1,21,4,351,4.31748811353631
31502830,231295106,44.31,40.73667,-73.98592,1,199,3,20,1,123,5.293304824724492
31506629,15185649,41.11,40.683,-73.92346,1,149,7,0,2,5,5.003946305945459
31509696,234650220,41.11,40.69657,-73.99604,1,79,3,1,1,94,4.3694478524670215
31510414,44037475,41.11,40.69046,-73.9586,2,60,30,1,4,153,4.0943445622221
31511086,144006321,44.31,40.84282,-73.94133,2,45,1,13,1,87,3.8066624897703196
31511088,167383560,41.11,40.68069,-73.94264,2,125,1,2,1,199,4.8283137373023015
31511141,236107297,44.31,40.72189,-73.9941,1,199,7,1,1,124,5.293304824724492
31512324,135722057,41.11,40.6847,-73.90883,2,48,1,2,1,53,3.871201010907891
31513692,117675375,44.31,40.79876,-73.93763,2,40,7,9,2,8,3.6888794541139363
31514475,203266238,2.23,40.85589,-73.85825,2,85,5,5,5,343,4.442651256490317
31514722,228053166,41.11,40.58624,-73.94558,2,45,1,21,1,160,3.8066624897703196
31514807,78140736,44.31,40.73882,-74.00706,1,1050,1,0,1,48,6.956545443151569
31515617,23188519,41.11,40.69581,-73.95379,2,68,30,1,6,311,4.219507705176107
31516684,137358866,11.59,40.73812,-73.92024,2,41,30,1,103,186,3.713572066704308
31517508,7777033,41.11,40.66915,-73.95321,2,80,2,0,1,342,4.382026634673881
31517652,16480700,44.31,40.81878,-73.95302,2,77,1,15,7,351,4.343805421853684
31520819,220125576,11.59,40.67883,-73.85627,1,72,2,7,3,52,4.276666119016055
31521732,16480700,44.31,40.81981,-73.95353,2,79,1,1,7,60,4.3694478524670215
31529989,180126576,44.31,40.72475,-73.98345,2,120,3,1,3,0,4.787491742782046
31530836,180126576,44.31,40.72471,-73.98367,2,100,3,1,3,0,4.605170185988092
31532352,158739,41.11,40.66324,-73.94233,1,106,2,3,2,0,4.663439094112067
31532357,5916186,44.31,40.76462,-73.98734,2,110,3,7,1,3,4.700480365792417
31532642,26018582,44.31,40.83419,-73.94638,1,135,3,1,1,214,4.90527477843843
31533891,171367408,44.31,40.79003,-73.97693,1,90,2,8,1,0,4.499809670330265
31533898,133234099,44.31,40.8095,-73.94297,1,750,3,0,2,97,6.620073206530356
31534487,21250331,11.59,40.75409,-73.76935,2,47,1,19,3,350,3.8501476017100584
31534613,37136163,44.31,40.75164,-73.98042,1,600,7,0,1,281,6.396929655216146
31534723,20863433,41.11,40.685,-73.94711,1,130,1,7,1,16,4.867534450455582
31535692,82400601,41.11,40.66716,-73.98335,1,100,1,9,1,0,4.605170185988092
31536758,236349458,44.31,40.77714,-73.9881,2,180,3,13,1,0,5.19295685089021
31538945,52531721,41.11,40.71126,-73.94917,2,55,2,26,1,156,4.007333185232471
31539511,235763046,11.59,40.66818,-73.73399,1,60,1,30,1,282,4.0943445622221
31539570,7225691,44.31,40.72278,-73.98902,1,350,1,46,2,342,5.857933154483459
31540929,28035940,44.31,40.79933,-73.96794,1,130,210,1,1,2,4.867534450455582
31541068,115252929,41.11,40.68431,-73.97209,2,65,1,9,1,157,4.174387269895637
31541668,62954830,41.11,40.69571,-73.96944,2,90,1,9,1,144,4.499809670330265
31542692,64091336,41.11,40.693,-73.934,1,120,3,12,1,0,4.787491742782046
31542976,112290211,44.31,40.84623,-73.93578,2,70,2,10,1,152,4.248495242049359
31543246,236422290,44.31,40.8089,-73.94349,1,135,30,2,1,7,4.90527477843843
31543432,26295375,2.23,40.80797,-73.92865,2,95,3,5,1,49,4.553876891600541
31543550,7285648,44.31,40.74562,-74.00538,2,86,1,0,3,0,4.454347296253507
31549470,107434423,44.31,40.77478,-73.95486,1,236,30,0,232,127,5.4638318050256105
31552528,236432765,41.11,40.71736,-73.95394,2,50,2,3,2,330,3.912023005428146
31553066,41090359,11.59,40.77122,-73.738,2,100,1,0,1,88,4.605170185988092
31553305,15058648,41.11,40.69866,-73.92929,2,70,3,4,3,21,4.248495242049359
31555001,236511564,44.31,40.8041,-73.956,2,60,21,2,1,35,4.0943445622221
31556307,137358866,11.59,40.74424,-73.90146,2,49,30,0,103,247,3.8918202981106265
31556929,8288491,11.59,40.70667,-73.9147,2,70,2,0,2,92,4.248495242049359
31557309,40025069,11.59,40.57518,-73.84558,1,97,2,2,1,52,4.574710978503383
31557451,398617,41.11,40.68387,-73.95476,1,155,2,10,1,42,5.043425116919247
31557578,227134858,41.11,40.66238,-73.94289,2,58,1,8,5,158,4.060443010546419
31560410,21129281,44.31,40.83899,-73.93979,1,70,5,10,1,191,4.248495242049359
31560479,236556387,0.76,40.63474,-74.07758,2,57,1,7,1,365,4.04305126783455
31560811,5178818,41.11,40.71186,-73.95736,1,129,1,28,1,93,4.859812404361672
31561218,59051417,44.31,40.7961,-73.94791,2,109,1,2,6,0,4.6913478822291435
31561372,229288524,44.31,40.75749,-73.98921,1,128,30,6,2,233,4.852030263919617
31561805,236565167,41.11,40.6386,-73.93654,2,80,1,10,1,4,4.382026634673881
31562978,27479250,41.11,40.60364,-73.99524,1,125,2,0,1,0,4.8283137373023015
31564154,49503035,44.31,40.73041,-74.00251,1,85,3,5,1,16,4.442651256490317
31564614,235548617,11.59,40.75683,-73.93184,2,55,1,29,2,1,4.007333185232471
31565105,236596347,41.11,40.68226,-73.94493,2,69,2,1,1,95,4.23410650459726
31565332,15989140,41.11,40.73636,-73.95538,1,115,30,0,1,3,4.74493212836325
31565717,27446767,41.11,40.71272,-73.95599,2,59,4,0,1,0,4.07753744390572
31566109,154390742,41.11,40.69382,-73.95862,1,120,2,8,1,0,4.787491742782046
31566176,236607981,41.11,40.69494,-73.92724,2,80,1,0,1,0,4.382026634673881
31566253,174559516,41.11,40.70214,-73.94512,1,120,5,1,1,0,4.787491742782046
31568589,16334409,44.31,40.79445,-73.93183,1,57,24,0,2,181,4.04305126783455
31568673,236631469,2.23,40.88449,-73.86227,2,25,30,0,1,85,3.2188758248682006
31569502,39192815,11.59,40.76533,-73.92171,1,95,2,0,1,0,4.553876891600541
31570303,115136074,11.59,40.68955,-73.74867,2,65,2,10,3,68,4.174387269895637
31570962,81636631,41.11,40.67893,-73.91014,1,100,3,0,1,89,4.605170185988092
31571554,236659049,41.11,40.69157,-73.90435,1,140,2,12,4,48,4.941642422609304
31572551,6486059,44.31,40.85442,-73.93266,1,85,4,4,1,8,4.442651256490317
31572850,274333,44.31,40.8013,-73.95474,1,87,3,2,3,49,4.465908118654584
31575039,114548258,44.31,40.72749,-74.0018,1,205,1,2,2,124,5.3230099791384085
31575274,234214434,41.11,40.70016,-73.93042,1,145,30,6,4,224,4.976733742420574
31580460,107434423,44.31,40.73588,-74.00474,1,236,30,0,232,273,5.4638318050256105
31582772,7831209,44.31,40.80745,-73.93955,2,72,1,2,10,365,4.276666119016055
31582797,2903063,41.11,40.68878,-73.94103,1,149,2,24,1,194,5.003946305945459
31583242,236745428,41.11,40.64003,-73.955,1,95,2,9,1,0,4.553876891600541
31584089,107434423,44.31,40.75218,-73.99541,1,213,30,0,232,303,5.3612921657094255
31586233,17790600,41.11,40.65801,-73.95732,1,150,4,0,1,127,5.0106352940962555
31589769,214623686,41.11,40.68521,-73.95184,1,80,2,19,1,81,4.382026634673881
31590566,236445157,44.31,40.7315,-73.99961,2,80,180,5,3,331,4.382026634673881
31591448,217836856,44.31,40.71865,-73.99587,1,190,1,46,2,232,5.247024072160486
31592115,14278450,44.31,40.71923,-73.98935,1,200,1,7,1,0,5.298317366548036
31593170,19418202,2.23,40.84555,-73.86787,2,50,1,19,1,32,3.912023005428146
31593677,137567864,2.23,40.82421,-73.917,1,99,2,11,1,107,4.59511985013459
31593740,224414117,44.31,40.75636,-73.99675,2,199,1,5,30,362,5.293304824724492
31594590,15147054,41.11,40.69633,-73.93369,1,95,3,0,2,0,4.553876891600541
31594754,224414117,44.31,40.75641,-73.99706,2,129,1,2,30,363,4.859812404361672
31595243,47038126,44.31,40.7859,-73.9723,1,300,3,2,2,40,5.703782474656201
31595244,224414117,44.31,40.75504,-73.99716,2,199,1,3,30,360,5.293304824724492
31595389,47038126,44.31,40.78541,-73.97343,2,110,1,2,2,72,4.700480365792417
31596163,20056779,11.59,40.72282,-73.85479,1,175,2,11,1,172,5.1647859739235145
31596199,236852677,2.23,40.86906,-73.88753,1,200,2,1,1,32,5.298317366548036
31596216,236406472,11.59,40.75667,-73.92726,2,60,5,4,1,150,4.0943445622221
31596519,3246916,41.11,40.7049,-73.93301,1,250,3,2,1,0,5.521460917862246
31599106,192895513,11.59,40.75528,-73.83072,2,99,3,2,3,336,4.59511985013459
31599436,12618858,41.11,40.6848,-73.92974,1,130,2,5,2,64,4.867534450455582
31599484,16949541,41.11,40.7133,-73.96341,1,120,5,12,2,107,4.787491742782046
31599728,217910985,11.59,40.74295,-73.82544,2,55,5,0,1,132,4.007333185232471
31600379,148787736,41.11,40.66763,-73.9919,1,115,1,2,2,93,4.74493212836325
31600930,57135136,11.59,40.59794,-73.74688,1,250,10,0,1,179,5.521460917862246
31602882,236914360,41.11,40.67427,-73.94826,2,80,1,1,1,89,4.382026634673881
31605060,236445157,44.31,40.72939,-74.00064,2,80,180,1,3,219,4.382026634673881
31614670,92588965,41.11,40.64842,-73.92753,1,45,2,17,1,248,3.8066624897703196
31615207,96086378,44.31,40.75359,-73.97325,1,1295,1,1,2,289,7.166265974133638
31616672,237012945,11.59,40.76923,-73.91855,1,79,4,0,1,0,4.3694478524670215
31619454,232778333,41.11,40.61245,-73.99684,2,29,15,2,2,244,3.367295829986474
31620173,237049868,41.11,40.71364,-73.9383,1,95,1,2,1,0,4.553876891600541
31621627,23969698,11.59,40.7078,-73.83634,2,40,1,9,2,0,3.6888794541139363
31621785,235073206,44.31,40.81893,-73.94512,2,75,1,20,4,192,4.31748811353631
31622417,236896088,44.31,40.74125,-73.99876,1,200,2,4,1,6,5.298317366548036
31622448,4852748,44.31,40.8063,-73.9454,2,105,4,2,6,119,4.653960350157523
31623508,26738513,41.11,40.69187,-73.91464,1,135,7,0,3,204,4.90527477843843
31624317,154302755,41.11,40.6881,-73.92766,1,130,3,8,5,110,4.867534450455582
31624608,154302755,41.11,40.68796,-73.9259,2,60,3,5,5,110,4.0943445622221
31624832,154302755,41.11,40.68803,-73.92601,2,50,2,6,5,125,3.912023005428146
31624862,10371008,44.31,40.76455,-73.95646,1,135,4,1,2,217,4.90527477843843
31626307,513839,41.11,40.73444,-73.95658,1,120,30,3,1,209,4.787491742782046
31626662,237107169,41.11,40.68425,-73.92443,1,136,2,18,1,74,4.912654885736052
31626920,50339845,44.31,40.7733,-73.98913,2,50,1,3,1,0,3.912023005428146
31636424,137358866,11.59,40.74373,-73.90804,2,41,30,0,103,215,3.713572066704308
31638687,237201559,44.31,40.77112,-73.95405,1,175,2,16,1,233,5.1647859739235145
31639432,37277862,44.31,40.80864,-73.94453,1,85,2,7,1,0,4.442651256490317
31640203,510931,44.31,40.70438,-74.01657,2,71,14,0,2,63,4.2626798770413155
31641160,155668897,11.59,40.66678,-73.78361,2,80,14,6,2,365,4.382026634673881
31641843,184600679,41.11,40.71013,-73.95206,2,85,6,1,1,0,4.442651256490317
31647134,91571876,44.31,40.71889,-73.99231,1,255,2,13,1,239,5.541263545158426
31647516,237204047,44.31,40.72963,-74.0033,1,250,2,11,1,0,5.521460917862246
31647962,237280886,44.31,40.82636,-73.94985,1,95,2,0,1,0,4.553876891600541
31648320,237283897,44.31,40.75412,-73.98601,1,119,1,18,1,302,4.77912349311153
31649210,111586798,2.23,40.82121,-73.87764,2,65,7,0,1,90,4.174387269895637
31650146,1306854,44.31,40.71991,-73.98505,1,110,30,0,1,172,4.700480365792417
31651200,10318796,44.31,40.75403,-73.9715,2,160,2,0,1,0,5.075173815233827
31651359,181382109,41.11,40.66911,-73.95982,2,68,1,1,1,59,4.219507705176107
31652254,5095364,44.31,40.72095,-73.99756,1,1200,1,1,1,27,7.090076835776092
31652405,237320600,44.31,40.7532,-73.97141,2,119,2,1,1,0,4.77912349311153
31652563,113805886,44.31,40.77694,-73.94994,1,250,31,1,33,365,5.521460917862246
31652565,208136645,41.11,40.62655,-73.9407,2,49,2,1,4,96,3.8918202981106265
31654063,237336458,44.31,40.73783,-73.99775,2,99,12,12,4,21,4.59511985013459
31654495,79697038,44.31,40.74144,-73.98079,1,200,30,4,1,88,5.298317366548036
31660529,111542307,41.11,40.68694,-73.92732,3,20,30,0,2,342,2.995732273553991
31663848,237406328,41.11,40.71447,-73.95108,1,140,2,30,1,135,4.941642422609304
31665707,27473538,41.11,40.72712,-73.95674,1,250,5,0,1,43,5.521460917862246
31667621,204811322,44.31,40.74826,-73.98887,2,220,3,5,2,21,5.393627546352362
31668199,130023,41.11,40.68306,-73.93104,1,145,5,5,2,244,4.976733742420574
31668461,236432765,41.11,40.71524,-73.9553,1,200,2,14,2,330,5.298317366548036
31668481,230930866,41.11,40.71788,-73.96398,1,175,3,2,1,5,5.1647859739235145
31669029,7571700,41.11,40.70404,-73.93348,2,45,3,3,1,0,3.8066624897703196
31669717,225612108,44.31,40.79385,-73.96351,1,120,7,1,1,0,4.787491742782046
31669844,46324691,11.59,40.77026,-73.92574,1,125,7,2,1,0,4.8283137373023015
31670111,108150300,41.11,40.72713,-73.95509,1,150,1,1,2,2,5.0106352940962555
31670237,310670,2.23,40.88009,-73.83456,2,68,2,0,13,364,4.219507705176107
31670590,237464350,44.31,40.73315,-73.98688,1,167,5,13,1,91,5.117993812416755
31670608,50612451,41.11,40.67577,-73.92393,1,220,3,4,1,76,5.393627546352362
31670625,237283862,44.31,40.70504,-74.00787,1,250,2,6,1,0,5.521460917862246
31670943,73676875,2.23,40.84381,-73.90827,1,80,2,0,1,321,4.382026634673881
31671043,4005376,44.31,40.78966,-73.9776,1,107,25,1,1,170,4.672828834461906
31671056,137734836,11.59,40.7576,-73.91735,2,54,2,1,1,56,3.9889840465642745
31671411,16098958,44.31,40.75003,-73.97059,1,135,30,0,96,156,4.90527477843843
31671911,138456145,41.11,40.69294,-73.90744,2,35,7,1,1,36,3.5553480614894135
31671972,237474824,41.11,40.66052,-73.9843,1,45,5,1,1,28,3.8066624897703196
31672538,237482248,11.59,40.74372,-73.92416,1,200,1,1,1,179,5.298317366548036
31673405,121842697,41.11,40.67648,-73.93814,1,200,5,14,1,96,5.298317366548036
31675232,206288086,41.11,40.6927,-73.97265,1,165,2,13,2,273,5.10594547390058
31675244,41108789,44.31,40.71444,-73.99344,2,85,2,25,1,24,4.442651256490317
31675967,220071184,41.11,40.70824,-73.94423,2,57,2,1,1,3,4.04305126783455
31676259,13773574,44.31,40.76497,-73.98191,1,225,30,0,12,328,5.41610040220442
31677408,28334703,44.31,40.77974,-73.97973,1,150,4,2,1,7,5.0106352940962555
31677547,86604612,41.11,40.70624,-73.9508,2,75,2,3,1,0,4.31748811353631
31682228,237569289,44.31,40.73792,-73.98306,1,220,90,6,1,0,5.393627546352362
31682665,8810794,11.59,40.74776,-73.92875,2,50,1,10,1,125,3.912023005428146
31683919,49539959,41.11,40.67375,-73.91242,2,50,30,5,2,0,3.912023005428146
31684570,48911266,44.31,40.71382,-73.99609,1,175,2,4,2,18,5.1647859739235145
31685548,11914604,11.59,40.74649,-73.9525,2,70,15,3,1,135,4.248495242049359
31687149,32552738,41.11,40.64159,-73.9796,1,90,2,9,1,0,4.499809670330265
31688794,24618314,41.11,40.68638,-73.95442,1,56,3,2,1,0,4.02535169073515
31690275,71635863,41.11,40.69034,-73.91976,2,65,1,25,1,7,4.174387269895637
31690969,14892784,44.31,40.75979,-73.96463,2,100,1,20,1,7,4.605170185988092
31691209,51596474,41.11,40.58453,-73.97172,3,20,5,5,12,0,2.995732273553991
31691927,13743148,44.31,40.8429,-73.93858,2,65,1,0,1,310,4.174387269895637
31692426,237668552,41.11,40.68525,-73.99837,1,200,2,4,2,22,5.298317366548036
31692860,169148493,11.59,40.77363,-73.91188,2,90,4,0,1,0,4.499809670330265
31695085,13419129,44.31,40.79966,-73.9417,1,97,1,16,1,11,4.574710978503383
31696775,151557263,11.59,40.76333,-73.91187,2,45,2,13,1,53,3.8066624897703196
31697123,237715800,41.11,40.66996,-73.87637,1,85,1,43,1,161,4.442651256490317
31698813,111142003,11.59,40.75187,-73.81691,2,40,1,10,1,205,3.6888794541139363
31704075,153793156,44.31,40.81633,-73.96069,2,50,2,15,1,2,3.912023005428146
31705298,3072696,44.31,40.81369,-73.94996,2,100,1,6,1,125,4.605170185988092
31705971,220480440,11.59,40.70534,-73.87995,2,50,2,18,2,63,3.912023005428146
31707011,237804845,44.31,40.73409,-74.00464,1,299,1,13,1,61,5.700443573390687
